Place,Div,Age,Sex,City,State,Guntime,Nettime,Pace,Delta,Deltadiv,Race Distance,Race Day
1038,F9,9,F,Manchester,NH,10:49,09:39.2,9:40,5:50,3:03,1 mile,1/1/2019
1039,F55-59,56,F,New Ipswich,NH,10:20,09:40.8,9:41,5:51,3:46,1 mile,1/1/2019
1040,M35-39,39,M,Litchfield,NH,11:10,09:41.0,9:41,5:51,5:05,1 mile,1/1/2019
1041,F25-29,26,F,Lowell,MA,10:45,09:41.6,9:42,5:52,4:38,1 mile,1/1/2019
1042,F30-34,32,F,Andover,NH,10:25,09:42.7,9:43,5:53,4:30,1 mile,1/1/2019
1043,F7,7,F,Litchfield,NH,10:25,09:43.2,9:44,5:54,2:19,1 mile,1/1/2019
1044,F45-49,46,F,Concord,NH,10:49,09:43.3,9:44,5:54,3:10,1 mile,1/1/2019
1045,F50-54,51,F,Nashua,NH,10:22,09:43.7,9:44,5:54,3:55,1 mile,1/1/2019
1046,F11,11,F,Goffstown,NH,9:45,09:44.8,9:45,5:55,4:23,1 mile,1/1/2019
1047,F55-59,58,F,Ipswich,MA,10:17,09:45.1,9:46,5:56,3:51,1 mile,1/1/2019
1048,M35-39,38,M,Litchfield,NH,10:27,09:45.4,9:46,5:56,5:10,1 mile,1/1/2019
1049,F13-19,13,F,Webster,NH,10:18,09:45.9,9:46,5:56,4:42,1 mile,1/1/2019
1050,F55-59,59,F,Groton,MA,10:54,09:46.0,9:46,5:56,3:51,1 mile,1/1/2019
1051,F40-44,44,F,Seabrook,NH,10:46,09:46.1,9:47,5:57,4:00,1 mile,1/1/2019
1052,M7,7,M,Litchfield,NH,10:35,09:46.5,9:47,5:57,2:23,1 mile,1/1/2019
1053,F40-44,41,F,Litchfield,NH,10:36,09:46.5,9:47,5:57,4:00,1 mile,1/1/2019
1054,F40-44,40,F,Webster,NH,10:19,09:47.0,9:47,5:57,4:00,1 mile,1/1/2019
1055,F20-24,24,F,Litchfield,NH,10:08,09:47.5,9:48,5:58,4:31,1 mile,1/1/2019
1056,M50-54,51,M,Derry,NH,10:26,09:48.5,9:49,5:59,5:15,1 mile,1/1/2019
1057,M60-64,61,M,Londonderry,NH,10:45,09:49.2,9:50,6:00,4:14,1 mile,1/1/2019
1058,F45-49,46,F,Derry,NH,10:27,09:49.4,9:50,6:00,3:16,1 mile,1/1/2019
1059,M9,9,M,Hudson,NH,11:04,09:49.5,9:50,6:00,4:15,1 mile,1/1/2019
1060,M60-64,61,M,Bow,NH,9:57,09:49.7,9:50,6:00,4:14,1 mile,1/1/2019
1061,F40-44,42,F,Chester,NH,10:37,09:50.3,9:51,6:01,4:04,1 mile,1/1/2019
1062,F30-34,30,F,Newton,MA,10:58,09:50.5,9:51,6:01,4:38,1 mile,1/1/2019
1063,M40-44,43,M,Candia,NH,10:27,09:50.9,9:51,6:01,5:36,1 mile,1/1/2019
1064,F55-59,59,F,Londonderry,NH,10:31,09:51.4,9:52,6:02,3:57,1 mile,1/1/2019
1065,F40-44,44,F,Manchester,NH,10:20,09:51.4,9:52,6:02,4:05,1 mile,1/1/2019
1066,F30-34,32,F,Atkinson,NH,10:48,09:51.4,9:52,6:02,4:39,1 mile,1/1/2019
1067,F45-49,45,F,Manchester,NH,10:44,09:51.5,9:52,6:02,3:18,1 mile,1/1/2019
1068,F30-34,34,F,Chester,NH,10:37,09:51.6,9:52,6:02,4:39,1 mile,1/1/2019
1069,F35-39,38,F,Chester,NH,10:37,09:51.9,9:52,6:02,4:29,1 mile,1/1/2019
1070,M25-29,26,M,Hooksett,NH,10:28,09:53.5,9:54,6:04,5:33,1 mile,1/1/2019
1071,F13-19,16,F,Manchester,NH,10:35,09:53.6,9:54,6:04,4:50,1 mile,1/1/2019
1072,F25-29,29,F,Derry,NH,10:48,09:53.8,9:54,6:04,4:50,1 mile,1/1/2019
1073,M45-49,49,M,Manchester,NH,10:35,09:53.9,9:54,6:04,5:26,1 mile,1/1/2019
1074,F40-44,43,F,Londonderry,NH,10:36,09:54.1,9:55,6:05,4:08,1 mile,1/1/2019
1075,F50-54,52,F,Goffstown,NH,10:32,09:54.1,9:55,6:05,4:06,1 mile,1/1/2019
1076,F30-34,34,F,Nashua,NH,10:47,09:55.1,9:56,6:06,4:43,1 mile,1/1/2019
1077,M40-44,44,M,Merrimack,NH,10:34,09:55.3,9:56,6:06,5:41,1 mile,1/1/2019
1078,M25-29,29,M,Nashua,NH,10:45,09:55.4,9:56,6:06,5:35,1 mile,1/1/2019
1079,F25-29,25,F,Derry,NH,11:18,09:55.8,9:56,6:06,4:52,1 mile,1/1/2019
1080,F25-29,26,F,Dunstable,MA,14:47,09:56.3,9:57,6:07,4:53,1 mile,1/1/2019
1081,F45-49,48,F,Henniker,NH,10:31,09:56.4,9:57,6:07,3:23,1 mile,1/1/2019
1082,M6,6,M,Concord,NH,10:53,09:56.8,9:57,6:07,2:19,1 mile,1/1/2019
1083,F40-44,43,F,Concord,NH,10:53,09:57.5,9:58,6:08,4:11,1 mile,1/1/2019
1084,F35-39,39,F,Londonderry,NH,10:48,09:57.9,9:58,6:08,4:35,1 mile,1/1/2019
1085,F35-39,39,F,Londonderry,NH,10:48,09:58.1,9:59,6:09,4:36,1 mile,1/1/2019
1086,F10,10,F,Londonderry,NH,10:49,09:58.1,9:59,6:09,3:16,1 mile,1/1/2019
1087,F45-49,47,F,Londonderry,NH,10:38,09:58.2,9:59,6:09,3:25,1 mile,1/1/2019
1088,M20-24,20,M,Londonderry,NH,10:17,09:58.6,9:59,6:09,5:45,1 mile,1/1/2019
1089,M50-54,51,M,Derry,NH,10:25,09:59.2,10:00,6:10,5:26,1 mile,1/1/2019
1090,F25-29,26,F,Concord,NH,11:00,10:01.3,10:02,6:12,4:58,1 mile,1/1/2019
1091,F30-34,32,F,Franklin,NH,10:14,10:01.3,10:02,6:12,4:49,1 mile,1/1/2019
1092,M40-44,41,M,Windham,NH,10:53,10:01.8,10:02,6:12,5:47,1 mile,1/1/2019
1093,M13-19,14,M,Contoocook,NH,10:44,10:02.3,10:03,6:13,5:57,1 mile,1/1/2019
1094,M7,7,M,Windham,NH,10:54,10:02.3,10:03,6:13,2:39,1 mile,1/1/2019
1095,F55-59,55,F,Merrimack,NH,11:01,10:02.6,10:03,6:13,4:08,1 mile,1/1/2019
1096,F35-39,36,F,Goffstown,NH,11:04,10:03.0,10:03,6:13,4:40,1 mile,1/1/2019
1097,F40-44,40,F,Belmont,NH,10:48,10:03.3,10:04,6:14,4:17,1 mile,1/1/2019
1098,M55-59,57,M,Merrimack,NH,11:02,10:03.4,10:04,6:14,4:47,1 mile,1/1/2019
1099,F45-49,48,F,Hillsboro,NH,10:31,10:03.8,10:04,6:14,3:30,1 mile,1/1/2019
1100,M13-19,14,M,Derry,NH,10:14,10:04.6,10:05,6:15,5:59,1 mile,1/1/2019
1101,M40-44,43,M,Merrimack,NH,10:37,10:05.5,10:06,6:16,5:51,1 mile,1/1/2019
1102,M5,5,M,Londonderry,NH,10:43,10:05.6,10:06,6:16,1:41,1 mile,1/1/2019
1103,F50-54,52,F,Deerfield,NH,11:11,10:05.6,10:06,6:16,4:17,1 mile,1/1/2019
1104,F25-29,27,F,Ipswich,MA,10:37,10:05.9,10:06,6:16,5:02,1 mile,1/1/2019
1105,F30-34,34,F,Manchester,NH,11:19,10:07.6,10:08,6:18,4:55,1 mile,1/1/2019
1106,M12,12,M,Bedford,NH,11:15,10:08.1,10:09,6:19,4:46,1 mile,1/1/2019
1107,M45-49,47,M,Londonderry,NH,10:38,10:08.7,10:09,6:19,5:41,1 mile,1/1/2019
1108,M10,10,M,Manchester,NH,11:04,10:08.9,10:09,6:19,4:12,1 mile,1/1/2019
1109,M9,9,M,Townsend,MA,10:26,10:10.0,10:10,6:20,4:35,1 mile,1/1/2019
1110,F13-19,13,F,Bedford,NH,11:18,10:10.1,10:11,6:21,5:07,1 mile,1/1/2019
1111,FOPEN,,F,Manchester,NH,10:48,10:10.2,10:11,6:21,5:42,1 mile,1/1/2019
1112,M40-44,42,M,Bedford,NH,11:19,10:10.6,10:11,6:21,5:56,1 mile,1/1/2019
1113,F60-64,62,F,Goffstown,NH,10:47,10:10.6,10:11,6:21,2:57,1 mile,1/1/2019
1114,F40-44,43,F,Bedford,NH,11:19,10:11.1,10:12,6:22,4:25,1 mile,1/1/2019
1115,F30-34,34,F,Derry,NH,11:16,10:11.5,10:12,6:22,4:59,1 mile,1/1/2019
1116,M55-59,55,M,Merrimack,NH,11:04,10:11.8,10:12,6:22,4:55,1 mile,1/1/2019
1117,F45-49,49,F,Rochester,NH,11:02,10:12.3,10:13,6:23,3:39,1 mile,1/1/2019
1118,F30-34,33,F,Merrimack,NH,10:52,10:12.4,10:13,6:23,5:00,1 mile,1/1/2019
1119,M45-49,49,M,Chichester,NH,11:23,10:12.5,10:13,6:23,5:45,1 mile,1/1/2019
1120,M55-59,55,M,Manchester,NH,11:17,10:12.6,10:13,6:23,4:56,1 mile,1/1/2019
1121,F55-59,58,F,Hopkinton,NH,10:51,10:12.6,10:13,6:23,4:18,1 mile,1/1/2019
1122,F55-59,57,F,Canaan,NH,11:15,10:12.7,10:13,6:23,4:18,1 mile,1/1/2019
1123,F40-44,41,F,Exeter,NH,10:37,10:12.7,10:13,6:23,4:26,1 mile,1/1/2019
1124,F45-49,49,F,Nashua,NH,10:55,10:12.8,10:13,6:23,3:39,1 mile,1/1/2019
1125,M55-59,55,M,Manchester,NH,11:17,10:12.9,10:13,6:23,4:56,1 mile,1/1/2019
1126,F40-44,43,F,Chichester,NH,11:23,10:12.9,10:13,6:23,4:26,1 mile,1/1/2019
1127,F30-34,30,F,Merrimack,NH,11:12,10:13.4,10:14,6:24,5:01,1 mile,1/1/2019
1128,M35-39,35,M,Londonderry,NH,11:12,10:13.5,10:14,6:24,5:38,1 mile,1/1/2019
1129,F50-54,54,F,Bow,NH,10:15,10:14.5,10:15,6:25,4:26,1 mile,1/1/2019
1130,F20-24,23,F,Gilford,NH,11:37,10:14.9,10:15,6:25,4:58,1 mile,1/1/2019
1131,F30-34,31,F,Nashua,NH,10:34,10:16.4,10:17,6:27,5:04,1 mile,1/1/2019
1132,M4,4,M,Hooksett,NH,10:26,10:16.5,10:17,6:27,Winner,1 mile,1/1/2019
1133,F40-44,40,F,Londonderry,NH,10:56,10:16.7,10:17,6:27,4:30,1 mile,1/1/2019
1134,M35-39,39,M,Manchester,NH,11:01,10:16.8,10:17,6:27,5:41,1 mile,1/1/2019
1135,M5,5,M,Londonderry,NH,10:56,10:16.8,10:17,6:27,1:52,1 mile,1/1/2019
1136,F35-39,36,F,Hooksett,NH,10:26,10:16.8,10:17,6:27,4:54,1 mile,1/1/2019
1137,M6,6,M,Manchester,NH,11:01,10:17.1,10:18,6:28,2:40,1 mile,1/1/2019
1138,F25-29,26,F,Northfield,NH,11:17,10:17.4,10:18,6:28,5:14,1 mile,1/1/2019
1139,F40-44,40,F,Hampton,NH,10:43,10:17.6,10:18,6:28,4:31,1 mile,1/1/2019
1140,F45-49,49,F,Bedford,NH,10:30,10:17.7,10:18,6:28,3:44,1 mile,1/1/2019
1141,F7,7,F,Bedford,NH,10:30,10:18.6,10:19,6:29,2:54,1 mile,1/1/2019
1142,M40-44,40,M,Goffstown,NH,10:58,10:19.2,10:20,6:30,6:05,1 mile,1/1/2019
1143,F45-49,47,F,Rochester,NH,11:19,10:19.2,10:20,6:30,3:46,1 mile,1/1/2019
1144,F35-39,39,F,Epping,NH,11:23,10:19.3,10:20,6:30,4:57,1 mile,1/1/2019
1145,F35-39,39,F,Goffstown,NH,10:58,10:19.7,10:20,6:30,4:57,1 mile,1/1/2019
1146,F9,9,F,Chelmsford,MA,10:27,10:20.9,10:21,6:31,3:44,1 mile,1/1/2019
1147,F20-24,22,F,Nottingham,NH,11:22,10:23.5,10:24,6:34,5:07,1 mile,1/1/2019
1148,F11,11,F,Merrimack,NH,11:02,10:23.7,10:24,6:34,5:02,1 mile,1/1/2019
1149,F45-49,48,F,Hooksett,NH,11:27,10:24.2,10:25,6:35,3:51,1 mile,1/1/2019
1150,M45-49,45,M,Merrimack,NH,10:55,10:24.2,10:25,6:35,5:57,1 mile,1/1/2019
1151,F60-64,60,F,Londonderry,NH,11:15,10:24.2,10:25,6:35,3:11,1 mile,1/1/2019
1152,F55-59,58,F,Goshen,NH,11:00,10:24.6,10:25,6:35,4:30,1 mile,1/1/2019
1153,F35-39,37,F,Merrimack,NH,11:02,10:24.6,10:25,6:35,5:02,1 mile,1/1/2019
1154,M45-49,45,M,Pembroke,NH,11:44,10:24.6,10:25,6:35,5:57,1 mile,1/1/2019
1155,F12,12,F,Londonderry,NH,11:08,10:24.8,10:25,6:35,4:24,1 mile,1/1/2019
1156,F40-44,40,F,Manchester,NH,11:58,10:24.9,10:25,6:35,4:38,1 mile,1/1/2019
1157,F45-49,48,F,Weare,NH,11:07,10:25.9,10:26,6:36,3:52,1 mile,1/1/2019
1158,M35-39,38,M,Goffstown,NH,12:00,10:25.9,10:26,6:36,5:50,1 mile,1/1/2019
1159,F55-59,57,F,Nashua,NH,11:20,10:26.3,10:27,6:37,4:32,1 mile,1/1/2019
1160,F35-39,36,F,Goffstown,NH,12:00,10:27.2,10:28,6:38,5:05,1 mile,1/1/2019
1161,F55-59,58,F,Gilford,NH,11:50,10:27.5,10:28,6:38,4:33,1 mile,1/1/2019
1162,F50-54,54,F,Loudon,NH,11:07,10:28.2,10:29,6:39,4:40,1 mile,1/1/2019
1163,F55-59,55,F,Salem,NH,11:07,10:28.7,10:29,6:39,4:34,1 mile,1/1/2019
1164,M3,3,M,Wilton,NH,10:47,10:30.0,10:30,6:40,Winner,1 mile,1/1/2019
1165,F10,10,F,Derry,NH,10:45,10:31.3,10:32,6:42,3:49,1 mile,1/1/2019
1166,F35-39,38,F,Nashua,NH,11:29,10:31.9,10:32,6:42,5:09,1 mile,1/1/2019
1167,F55-59,55,F,Merrimack,NH,11:13,10:32.2,10:33,6:43,4:38,1 mile,1/1/2019
1168,F10,10,F,Londonderry,NH,11:06,10:33.1,10:34,6:44,3:51,1 mile,1/1/2019
1169,F50-54,53,F,West Groton,MA,11:33,10:33.7,10:34,6:44,4:45,1 mile,1/1/2019
1170,F55-59,55,F,New London,NH,11:02,10:33.8,10:34,6:44,4:39,1 mile,1/1/2019
1171,M12,12,M,Dover,NH,11:16,10:35.5,10:36,6:46,5:13,1 mile,1/1/2019
1172,F45-49,49,F,Nashua,NH,11:17,10:36.1,10:37,6:47,4:03,1 mile,1/1/2019
1173,F40-44,41,F,Nashua,NH,11:03,10:37.6,10:38,6:48,4:51,1 mile,1/1/2019
1174,F5,5,F,Nashua,NH,11:03,10:37.7,10:38,6:48,Winner,1 mile,1/1/2019
1175,M25-29,29,M,Bedford,NH,11:18,10:38.0,10:38,6:48,6:17,1 mile,1/1/2019
1176,F30-34,31,F,Bedford,NH,11:19,10:38.8,10:39,6:49,5:26,1 mile,1/1/2019
1177,F40-44,41,F,Lowell,MA,11:33,10:39.0,10:39,6:49,4:52,1 mile,1/1/2019
1178,F35-39,36,F,Amherst,NH,11:40,10:39.2,10:40,6:50,5:17,1 mile,1/1/2019
1179,F65-69,65,F,Manchester,NH,11:34,10:41.0,10:41,6:51,3:56,1 mile,1/1/2019
1180,F25-29,29,F,Manchester,NH,11:04,10:41.9,10:42,6:52,5:38,1 mile,1/1/2019
1181,F40-44,42,F,Pembroke,NH,11:11,10:42.9,10:43,6:53,4:56,1 mile,1/1/2019
1182,M45-49,47,M,Derry,NH,11:51,10:43.7,10:44,6:54,6:16,1 mile,1/1/2019
1183,M35-39,35,M,Bedford,NH,12:10,10:43.9,10:44,6:54,6:08,1 mile,1/1/2019
1184,F4,4,F,Bedford,NH,12:10,10:44.4,10:45,6:55,Winner,1 mile,1/1/2019
1185,M8,8,M,Londonderry,NH,11:28,10:45.0,10:45,6:55,3:41,1 mile,1/1/2019
1186,F13-19,15,F,Fremont,NH,11:34,10:45.1,10:46,6:56,5:42,1 mile,1/1/2019
1187,F35-39,38,F,Londonderry,NH,11:28,10:45.1,10:46,6:56,5:23,1 mile,1/1/2019
1188,M6,6,M,Bedford,NH,12:09,10:45.3,10:46,6:56,3:08,1 mile,1/1/2019
1189,F60-64,61,F,Franklin,NH,11:38,10:45.8,10:46,6:56,3:32,1 mile,1/1/2019
1190,F8,8,F,Bedford,NH,12:09,10:46.5,10:47,6:57,5:08,1 mile,1/1/2019
1191,F35-39,37,F,Bedford,NH,12:10,10:47.1,10:48,6:58,5:25,1 mile,1/1/2019
1192,F45-49,48,F,Windham,NH,11:46,10:48.1,10:49,6:59,4:15,1 mile,1/1/2019
1193,F45-49,48,F,Windham,NH,11:46,10:48.1,10:49,6:59,4:15,1 mile,1/1/2019
1194,F40-44,41,F,Londonderry,NH,11:42,10:48.7,10:49,6:59,5:02,1 mile,1/1/2019
1195,F40-44,43,F,Merrimack,NH,11:49,10:50.2,10:51,7:01,5:04,1 mile,1/1/2019
1196,F35-39,39,F,Litchfield,NH,12:20,10:50.5,10:51,7:01,5:28,1 mile,1/1/2019
1197,F50-54,54,F,Windham,NH,11:19,10:50.6,10:51,7:01,5:02,1 mile,1/1/2019
1198,F40-44,43,F,Merrimack,NH,11:50,10:51.0,10:51,7:01,5:04,1 mile,1/1/2019
1199,F9,9,F,Litchfield,NH,12:20,10:51.0,10:51,7:01,4:14,1 mile,1/1/2019
1200,F45-49,48,F,Chelmsford,MA,10:59,10:51.2,10:52,7:02,4:18,1 mile,1/1/2019
1201,F25-29,28,F,Amesbury,MA,10:52,10:51.4,10:52,7:02,5:48,1 mile,1/1/2019
1202,M7,7,M,Unity,NH,12:15,10:51.4,10:52,7:02,3:28,1 mile,1/1/2019
1203,F45-49,47,F,Bedford,NH,11:57,10:51.5,10:52,7:02,4:18,1 mile,1/1/2019
1204,F45-49,45,F,Bedford,NH,11:57,10:51.6,10:52,7:02,4:18,1 mile,1/1/2019
1205,F45-49,46,F,New Boston,NH,11:55,10:52.6,10:53,7:03,4:19,1 mile,1/1/2019
1206,F30-34,34,F,Derry,NH,12:18,10:54.0,10:54,7:04,5:41,1 mile,1/1/2019
1207,F25-29,28,F,Nashua,NH,11:53,10:56.2,10:57,7:07,5:53,1 mile,1/1/2019
1208,M25-29,28,M,Haverhill,NH,11:44,10:56.4,10:57,7:07,6:36,1 mile,1/1/2019
1209,F13-19,17,F,Milford,NH,12:31,10:56.8,10:57,7:07,5:53,1 mile,1/1/2019
1210,M45-49,46,M,Unity,NH,12:20,10:56.8,10:57,7:07,6:29,1 mile,1/1/2019
1211,F35-39,39,F,Manchester,NH,12:10,10:57.1,10:58,7:08,5:35,1 mile,1/1/2019
1212,F25-29,27,F,Derry,NH,11:45,10:57.1,10:58,7:08,5:54,1 mile,1/1/2019
1213,M5,5,M,Londonderry,NH,11:38,10:57.6,10:58,7:08,2:33,1 mile,1/1/2019
1214,M40-44,42,M,Londonderry,NH,11:38,10:57.9,10:58,7:08,6:43,1 mile,1/1/2019
1215,F35-39,36,F,Londonderry,NH,11:37,10:59.1,11:00,7:10,5:37,1 mile,1/1/2019
1216,F13-19,13,F,Hudson,NH,11:05,10:59.2,11:00,7:10,5:56,1 mile,1/1/2019
1217,F40-44,42,F,Manchester,NH,11:57,10:59.7,11:00,7:10,5:13,1 mile,1/1/2019
1218,F25-29,27,F,Manchester,NH,11:57,11:00.2,11:01,7:11,5:57,1 mile,1/1/2019
1219,F50-54,50,F,Hooksett,NH,11:55,11:01.0,11:01,7:11,5:12,1 mile,1/1/2019
1220,F65-69,65,F,Weare,NH,11:41,11:01.3,11:02,7:12,4:17,1 mile,1/1/2019
1221,F40-44,44,F,Nottingham,NH,12:02,11:05.0,11:05,7:15,5:18,1 mile,1/1/2019
1222,F35-39,36,F,Derry,NH,11:55,11:05.1,11:06,7:16,5:43,1 mile,1/1/2019
1223,F13-19,15,F,Pembroke,NH,11:22,11:05.2,11:06,7:16,6:02,1 mile,1/1/2019
1224,F6,6,F,Derry,NH,11:55,11:05.5,11:06,7:16,2:47,1 mile,1/1/2019
1225,F8,8,F,Salem,NH,11:53,11:05.9,11:06,7:16,5:27,1 mile,1/1/2019
1226,F7,7,F,Salem,NH,11:54,11:06.3,11:07,7:17,3:42,1 mile,1/1/2019
1227,F35-39,38,F,Salem,NH,11:54,11:06.6,11:07,7:17,5:44,1 mile,1/1/2019
1228,M35-39,37,M,Londonderry,NH,11:36,11:06.9,11:07,7:17,6:31,1 mile,1/1/2019
1229,M60-64,63,M,Chester,NH,11:41,11:08.1,11:09,7:19,5:33,1 mile,1/1/2019
1230,F40-44,40,F,Hudson,NH,11:36,11:08.3,11:09,7:19,5:22,1 mile,1/1/2019
1231,F45-49,48,F,Goffstown,NH,12:07,11:09.2,11:10,7:20,4:36,1 mile,1/1/2019
1232,F30-34,33,F,Manchester,NH,12:26,11:09.6,11:10,7:20,5:57,1 mile,1/1/2019
1233,M65-69,67,M,Auburn,NH,12:27,11:11.1,11:12,7:22,5:33,1 mile,1/1/2019
1234,M13-19,15,M,Mont Vernon,NH,11:44,11:11.2,11:12,7:22,7:06,1 mile,1/1/2019
1235,F55-59,59,F,Pittsfield,NH,12:18,11:11.9,11:12,7:22,5:17,1 mile,1/1/2019
1236,F30-34,33,F,Auburn,NH,12:30,11:13.3,11:14,7:24,6:01,1 mile,1/1/2019
1237,F50-54,52,F,Bedford,NH,12:23,11:13.3,11:14,7:24,5:25,1 mile,1/1/2019
1238,F25-29,28,F,Windham,NH,12:39,11:14.1,11:15,7:25,6:11,1 mile,1/1/2019
1239,F55-59,58,F,Londonderry,NH,12:17,11:14.7,11:15,7:25,5:20,1 mile,1/1/2019
1240,F45-49,48,F,Pembroke,NH,12:07,11:15.3,11:16,7:26,4:42,1 mile,1/1/2019
1241,F4,4,F,Methuen,MA,11:55,11:15.4,11:16,7:26,0:31,1 mile,1/1/2019
1242,M45-49,45,M,Methuen,MA,11:55,11:15.8,11:16,7:26,6:48,1 mile,1/1/2019
1243,F40-44,40,F,Methuen,MA,11:54,11:15.8,11:16,7:26,5:29,1 mile,1/1/2019
1244,F40-44,43,F,Tewksbury,MA,12:12,11:16.3,11:17,7:27,5:30,1 mile,1/1/2019
1245,M65-69,66,M,Norwich,VT,12:21,11:17.3,11:18,7:28,5:39,1 mile,1/1/2019
1246,F30-34,34,F,Dunbarton,NH,12:28,11:22.2,11:23,7:33,6:10,1 mile,1/1/2019
1247,M45-49,49,M,Springfiled,NH,12:46,11:23.0,11:23,7:33,6:55,1 mile,1/1/2019
1248,F6,6,F,Springfield,NH,12:47,11:23.3,11:24,7:34,3:05,1 mile,1/1/2019
1249,F13-19,14,F,Milford,NH,11:38,11:24.5,11:25,7:35,6:21,1 mile,1/1/2019
1250,F35-39,35,F,Watertown,MA,12:25,11:24.5,11:25,7:35,6:02,1 mile,1/1/2019
1251,F45-49,48,F,Bedford,NH,12:26,11:25.9,11:26,7:36,4:52,1 mile,1/1/2019
1252,M50-54,54,M,Merrimack,NH,12:06,11:26.9,11:27,7:37,6:53,1 mile,1/1/2019
1253,F45-49,47,F,Concord,NH,12:14,11:27.3,11:28,7:38,4:54,1 mile,1/1/2019
1254,F50-54,54,F,Warner,NH,12:21,11:28.6,11:29,7:39,5:40,1 mile,1/1/2019
1255,F11,11,F,Concord,NH,12:14,11:28.8,11:29,7:39,6:07,1 mile,1/1/2019
1256,F10,10,F,Manchester,NH,12:52,11:30.1,11:31,7:41,4:48,1 mile,1/1/2019
1257,M45-49,48,M,Concord,NH,12:28,11:30.8,11:31,7:41,7:03,1 mile,1/1/2019
1258,M9,9,M,Concord,NH,12:27,11:31.3,11:32,7:42,5:57,1 mile,1/1/2019
1259,F50-54,54,F,Nashua,NH,12:08,11:31.8,11:32,7:42,5:43,1 mile,1/1/2019
1260,F35-39,35,F,Manchester,NH,12:17,11:31.9,11:32,7:42,6:09,1 mile,1/1/2019
1261,F65-69,67,F,Sunapee,NH,12:07,11:32.0,11:32,7:42,4:47,1 mile,1/1/2019
1262,F9,9,F,Londonderry,NH,12:11,11:32.8,11:33,7:43,4:56,1 mile,1/1/2019
1263,M45-49,47,M,Lyndeborough,NH,12:52,11:33.1,11:34,7:44,7:06,1 mile,1/1/2019
1264,M40-44,41,M,Lyndeborough,NH,12:51,11:33.9,11:34,7:44,7:19,1 mile,1/1/2019
1265,M6,6,M,Londonderry,NH,12:11,11:34.1,11:35,7:45,3:57,1 mile,1/1/2019
1266,F40-44,41,F,Unity,NH,12:59,11:34.4,11:35,7:45,5:48,1 mile,1/1/2019
1267,F40-44,41,F,Londonderry,NH,12:13,11:34.5,11:35,7:45,5:48,1 mile,1/1/2019
1268,F30-34,34,F,Raymond,NH,12:43,11:34.5,11:35,7:45,6:22,1 mile,1/1/2019
1269,F25-29,25,F,Hudson,NH,12:00,11:34.6,11:35,7:45,6:31,1 mile,1/1/2019
1270,F5,5,F,Raymond,NH,12:44,11:34.7,11:35,7:45,0:57,1 mile,1/1/2019
1271,M50-54,52,M,Hudson,NH,12:26,11:34.9,11:35,7:45,7:01,1 mile,1/1/2019
1272,F60-64,62,F,Bow,NH,12:54,11:38.2,11:39,7:49,4:25,1 mile,1/1/2019
1273,F50-54,53,F,Tewksbury,MA,12:11,11:40.2,11:41,7:51,5:52,1 mile,1/1/2019
1274,F35-39,39,F,Goffstown,NH,11:51,11:40.5,11:41,7:51,6:18,1 mile,1/1/2019
1275,F7,7,F,Goffstown,NH,11:51,11:41.0,11:41,7:51,4:16,1 mile,1/1/2019
1276,F8,8,F,Manchester,NH,12:47,11:41.5,11:42,7:52,6:03,1 mile,1/1/2019
1277,F13-19,15,F,Auburn,NH,12:42,11:41.7,11:42,7:52,6:38,1 mile,1/1/2019
1278,M9,9,M,Candia,NH,12:47,11:42.4,11:43,7:53,6:08,1 mile,1/1/2019
1279,F40-44,41,F,Rochester,NH,12:31,11:42.6,11:43,7:53,5:56,1 mile,1/1/2019
1280,F40-44,43,F,Nashua,NH,12:40,11:43.3,11:44,7:54,5:57,1 mile,1/1/2019
1281,F65-69,67,F,Kingston,NH,13:08,11:44.3,11:45,7:55,5:00,1 mile,1/1/2019
1282,F35-39,39,F,Concord,NH,12:49,11:45.4,11:46,7:56,6:23,1 mile,1/1/2019
1283,F65-69,65,F,Windham,NH,12:34,11:45.8,11:46,7:56,5:01,1 mile,1/1/2019
1284,F35-39,39,F,Manchester,NH,12:50,11:45.8,11:46,7:56,6:23,1 mile,1/1/2019
1285,F40-44,41,F,Auburn,NH,12:46,11:46.0,11:46,7:56,5:59,1 mile,1/1/2019
1286,F40-44,44,F,Manchester,NH,12:02,11:46.2,11:47,7:57,6:00,1 mile,1/1/2019
1287,F40-44,40,F,Manchester,NH,12:56,11:46.8,11:47,7:57,6:00,1 mile,1/1/2019
1288,F6,6,F,Hudson,MA,12:11,11:46.9,11:47,7:57,3:28,1 mile,1/1/2019
1289,F5,5,F,Manchester,NH,12:56,11:47.1,11:48,7:58,1:10,1 mile,1/1/2019
1290,F12,12,F,Nashua,NH,12:46,11:49.0,11:49,7:59,5:48,1 mile,1/1/2019
1291,F40-44,41,F,Hudson,NH,13:16,11:50.3,11:51,8:01,6:04,1 mile,1/1/2019
1292,M30-34,31,M,Manchester,NH,12:28,11:50.6,11:51,8:01,7:37,1 mile,1/1/2019
1293,F40-44,42,F,Auburn,NH,12:25,11:51.7,11:52,8:02,6:05,1 mile,1/1/2019
1294,M55-59,55,M,Salem,NH,12:27,11:51.7,11:52,8:02,6:35,1 mile,1/1/2019
1295,F10,10,F,Hudson,NH,13:16,11:52.6,11:53,8:03,5:10,1 mile,1/1/2019
1296,F30-34,30,F,Manchester,NH,13:04,11:52.9,11:53,8:03,6:40,1 mile,1/1/2019
